id,yearBuilt,numberOfFloors,energyStarScore,electricity,emissionsIntensity
27703,1961,2,,454129.0,0.9
27721,2004,1,,733407.0,2.2
27744,1990,4,,913426.0,0.1
27774,2002,4,,3125266.0,0.1
27816,1911,3,,274717.0,2.0
27825,1907,2,,130753.0,0.3
27828,1912,3,,812542.0,0.2
27829,1920,2,,703057.0,0.1
27833,1975,2,,3291041.0,0.5
27845,1972,12,,3943361.0,1.0
27847,1940,1,,1085941.0,0.1
27869,1920,2,,,
27874,1958,2,,743826.0,0.0
27882,1925,2,,1064805.0,0.1
27884,2006,6,,2313502.0,0.1
27891,1924,2,,1598055.0,0.2
27892,1929,3,,851458.0,2.0
27895,2003,4,,577931.0,0.1
27953,1998,7,,1505526.0,0.6
27956,1926,2,,375619.0,2.9
27996,1951,4,,5396446.0,0.4
28002,1968,4,,0.0,0.0
28007,2006,4,,775171.0,1.1
28027,1998,6,,714207.0,1.0
28028,1998,6,,564268.0,0.7
28030,1907,5,,344977.0,1.3
28039,1978,3,,656149.0,0.1
28086,1985,2,,5231425.0,7.3
28089,1984,12,,2509432.0,0.4
28733,2008,7,,5021587.0,0.1
29069,1995,3,,4057267.0,1.1
29170,1900,3,,837910.0,2.4
29315,1960,4,,512923.0,0.1
32429,1985,13,,5947389.0,5.4
33408,1965,1,,655782.0,1.4
33527,2013,1,,2183933.0,1.5
33548,2006,5,,3725300.0,4.5
33747,2016,2,,1629436.0,1.6
35391,2006,4,,3020838.0,0.2
36587,1991,1,,1028681.0,3.6
37008,1999,6,,8165022.0,1.0
37248,1904,4,,0.0,0.0
39673,2002,3,,553886.0,0.1
40008,2004,3,,991814.0,1.6
40348,1916,2,,2603510.0,0.2
40447,1966,1,,4061901.0,3.0
41927,2011,5,,10869933.0,0.3
42070,2010,4,,3130039.0,0.3
42076,2011,4,,2232405.0,0.9
43867,1927,5,,1415522.0,5.2
43948,1906,2,,1215996.0,0.1
45287,1968,1,,2346891.0,6.9
45927,2000,8,,21073252.0,9.8
48287,2005,4,,27392699.0,3.0
49693,2010,6,,9580019.0,0.2
49697,1902,6,,0.0,0.0
49699,1988,2,,1334587.0,0.0
49705,1929,0,,9533264.0,1.1
49706,2011,6,,2809068.0,0.8
49709,2012,2,,20008026.0,8.5
49721,2012,3,,666965.0,1.0
49738,1987,6,,6305625.0,2.4
49739,2013,6,,946455.0,1.6
49767,2013,7,,1893312.0,0.7
49776,1988,13,,12725859.0,0.4
49778,2008,2,,0.0,0.0
49779,2013,6,,1370341.0,0.1
49780,1975,7,,63542120.0,3.1
49781,2013,7,,1577742.0,1.4
49798,2013,4,,0.0,0.0
49799,2013,3,,1113279.0,0.1
49824,2013,7,,2491682.0,0.0
49826,2013,4,,1092750.0,0.3
49862,1962,1,,1612772.0,1.6
49865,2013,6,,11768954.0,11.3
49867,2014,7,,9461200.0,0.2
49872,2014,2,,214699.0,0.3
49909,2007,2,,4911594.0,1.0
49911,2010,2,,1135484.0,0.8
49918,2013,1,,3813064.0,8.6
49919,2014,6,,747080.0,0.4
49924,1912,2,,1668314.0,0.3
49925,1993,2,,2002969.0,1.2
49926,1925,3,,21275686.0,2.9
49943,1904,3,,3438477.0,1.4
49944,1983,5,,2763272.0,2.3
49945,1989,3,,2158794.0,2.0
49958,2014,1,,899398.0,0.7
49966,2009,1,,1373433.0,0.1
49967,1900,0,,688274099.0,1.6
49968,1969,4,,3477063.0,0.2
49969,1970,7,,6532342.0,3.8
49971,1896,3,,534421.0,1.7
49972,1998,6,,27453969.0,6.9
49973,2006,5,,45632975.0,26.7
49974,1965,4,,17573854.0,9.9
49975,1995,4,,,
49976,1960,4,,12943204.0,12.4
49977,1982,5,,13355766.0,4.0
49978,1971,5,,6618349.0,9.2
49981,1946,4,,4181628.0,4.8
49982,1994,9,,20930157.0,14.7
49984,1917,4,,6014595.0,0.4
49998,2014,4,,830894.0,0.0
49999,2014,7,,1700709.0,0.8
50002,2014,3,,1480013.0,0.1
50010,2014,4,,552637.0,0.0
50038,2014,2,,262723.0,0.0
50039,2015,2,,3724710.0,0.7
50050,2015,7,,2100336.0,1.0
50057,2015,40,,9910267.0,1.4
50061,2015,7,,1620378.0,0.7
50070,2013,1,,1887151.0,1.1
50071,2015,7,,,
50089,2015,3,,810432.0,3.2
50090,2015,7,,1387463.0,0.8
50094,2015,6,,26607380.0,3.2
50098,2014,4,,511875.0,0.9
50130,2017,5,,5721095.0,0.4
50149,2016,6,,2687001.0,0.6
50154,2016,7,,1431167.0,0.7
50163,2016,4,,1031345.0,0.1
50187,2017,5,,483659.0,1.0
50188,2016,4,,2789135.0,0.1
50191,2016,3,,1836483.0,0.1
50195,2016,1,,0.0,0.0
50196,2005,1,,810756.0,0.1
50212,1912,1,,1236470.0,10.3
50219,1994,1,,929329.0,3.0
50252,2016,6,,1498731.0,0.0
50253,2016,7,,1708446.0,0.6
50264,2017,3,,1473494.0,0.6
50268,2016,7,,0.0,0.0
50269,2017,8,,0.0,0.0
50289,2000,5,,0.0,1.5
50297,2017,7,,2275227.0,1.0
50302,2016,7,,0.0,0.0
50313,2015,6,,0.0,0.0
50317,2016,3,,0.0,0.0
50318,2016,6,,539408.0,0.5
50319,2016,4,,1814896.0,1.2
50320,2017,5,,0.0,0.0
50327,2016,6,,0.0,0.0
50330,2017,2,,0.0,0.0
50332,2016,7,,0.0,0.0
50336,2017,6,,0.0,0.0
50338,2016,4,,0.0,0.0
50341,2017,6,,0.0,0.9
50344,2017,7,,0.0,0.0
50348,2016,2,,483670.0,0.6
50351,2017,7,,0.0,0.0
50366,1910,4,,7223965.0,0.4
50376,2001,6,,114012151.0,1.2
50383,2001,6,,15964424.0,0.7
50402,2015,7,,10290844.0,3.2
50415,1950,4,,5266258.0,0.0
50416,2000,4,,73527201.0,0.4
50452,1980,4,,13442731.0,0.2
50453,1980,4,,20464961.0,0.8
